ID	CorrectedPvalue	Name	GeneMembers	NumGenes
GO:0006090	0.03121806	pyruvate metabolic process	ALDOA|ALDOC|BSG|DLAT|DLD|ENO1|GLO1|HK1|ME1|ME3|OGDH|OGDHL|PDHA1|PFKFB2|PFKP|PGK1|PGM1|PGM2L1|PKM|SLC16A1|TPI1|VDAC1|	22
GO:0008543	0.03179129	fibroblast growth factor receptor signaling pathway	FIBP|HNRNPH1|IQGAP1|MAPK1|MAPK3|PTBP1|	6
GO:0098800	0.03458	inner mitochondrial membrane protein complex	AFG3L2|AGK|COX4I1|COX5A|CYC1|IMMT|NDUFA4|NDUFA6|NDUFAB1|NDUFB10|NDUFB5|NDUFB8|NDUFB9|NDUFS1|NDUFS3|NDUFS5|NDUFV1|PPIF|SDHA|SDHB|SPG7|UQCRC1|UQCRC2|UQCRFS1|UQCRQ|	25
GO:0022900	0.03866265	electron transport chain	ADH5|ALDH4A1|ALDH5A1|COQ9|COX4I1|COX5A|COX5B|COX7B|CYC1|CYCS|DLD|ETFDH|GPD2|IDH3B|MAOB|ME1|NDUFA4|NDUFA6|NDUFAB1|NDUFB10|NDUFB5|NDUFB8|NDUFB9|NDUFS1|NDUFS3|NDUFS5|NDUFV1|NQO2|PHGDH|QDPR|SDHA|SDHB|SLC25A12|SLC25A22|UQCRC1|UQCRC2|UQCRFS1|UQCRQ|	38
GO:0098803	0.0389025	respiratory chain complex	COX4I1|COX5A|COX7B|CYC1|NDUFA4|NDUFA6|NDUFAB1|NDUFB10|NDUFB5|NDUFB8|NDUFB9|NDUFS1|NDUFS3|NDUFS5|NDUFV1|SDHA|SDHB|UQCRC1|UQCRC2|UQCRFS1|UQCRQ|	21
GO:0007043	0.03901333	cell-cell junction assembly	ACTN4|ARVCF|CD9|CDH2|CNTNAP1|EPB41L3|FSCN1|PDCD6IP|PRKCA|RHOC|TJP1|TLN1|TLN2|VCL|	14
GO:0005759	0.04181276	mitochondrial matrix	ABAT|ABCE1|ACAA2|ACADM|ACADSB|ACADVL|ACO2|ACSS1|ACSS3|AK3|ALDH4A1|ALDH5A1|ALDH6A1|ALDH7A1|BDH1|C1QBP|COASY|DLAT|DLD|ERBB4|ETFDH|FAHD1|FECH|GARS|GLS|GLUD1|GOT2|HADH|HSPA9|IDH2|IDH3A|IDH3B|ISCU|IVD|LRPPRC|ME3|NAT8L|NDUFAB1|NDUFB8|NDUFS1|NDUFS3|NFS1|OGDH|OGDHL|OXCT1|PARK7|PCCB|PDE2A|PDHA1|PDK3|PPIF|PRODH|RPS3|SLC25A5|SOD2|SUCLA2|SUCLG2|TIMM44|TSFM|UQCRC2|VDAC1|VDAC2|	62
GO:0022904	0.04240167	respiratory electron transport chain	ALDH5A1|COQ9|COX4I1|COX5A|COX5B|COX7B|CYC1|CYCS|DLD|ETFDH|GPD2|NDUFA4|NDUFA6|NDUFAB1|NDUFB10|NDUFB5|NDUFB8|NDUFB9|NDUFS1|NDUFS3|NDUFS5|NDUFV1|SDHA|SDHB|SLC25A12|SLC25A22|UQCRC1|UQCRC2|UQCRFS1|UQCRQ|	30
GO:0048709	0.04301415	oligodendrocyte differentiation	ABCA2|CD9|CLU|CNTNAP1|GSN|NLGN3|NTRK2|PLP1|PTPRZ1|WASF3|	10
GO:0006122	0.04872636	mitochondrial electron transport, ubiquinol to cytochrome c	CYC1|CYCS|UQCRC1|UQCRC2|UQCRFS1|UQCRQ|	6
