ID	CorrectedPvalue	Name	GeneMembers	NumGenes
GO:0043487	0.002336	regulation of RNA stability	APEX1|CIRBP|HSPA8|MYEF2|NPM1|PAIP1|PRKCA|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|ROCK2|YBX1|YWHAB|	31
GO:0019884	0.002538	antigen processing and presentation of exogenous antigen	ACTR10|AP1B1|AP1M1|AP2A1|AP2M1|CALR|CAPZA2|DCTN3|DCTN4|DCTN6|DNM2|DYNC1I2|DYNC1LI1|DYNLL1|DYNLL2|KIF2A|KIF3B|KLC1|KLC2|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|SEC23A|SH3GL2|SPTBN2|	43
GO:0002478	0.002592	antigen processing and presentation of exogenous peptide antigen	ACTR10|AP1B1|AP1M1|AP2A1|AP2M1|CALR|CAPZA2|DCTN3|DCTN4|DCTN6|DNM2|DYNC1I2|DYNC1LI1|DYNLL1|DYNLL2|KIF2A|KIF3B|KLC1|KLC2|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|SEC23A|SH3GL2|SPTBN2|	43
GO:0090090	0.002631	negative regulation of canonical Wnt signaling pathway	APOE|CDH2|HECW1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|RUVBL2|SLC9A3R1|	26
GO:2000736	0.00266	regulation of stem cell differentiation	HSPA9|NUDT21|OCIAD1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PTN|	25
GO:0050851	0.00266	antigen receptor-mediated signaling pathway	CACNB3|FYN|HRAS|MAPK1|PAK2|PDE4D|PIK3R1|PRKCB|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|RFTN1|SKP1|THY1|WNK1|	33
GO:0043620	0.00269	regulation of DNA-templated transcription in response to stress	BAG3|CUL2|DNAJB1|HIF1AN|HIGD1A|MT3|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|SIRT2|	28
GO:0043618	0.002751	regulation of transcription from RNA polymerase II promoter in response to stress	BAG3|CUL2|DNAJB1|HIF1AN|HIGD1A|MT3|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|SIRT2|	28
GO:0038061	0.002815	NIK/NF-kappaB signaling	COPS8|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|SKP1|	23
GO:0000209	0.002875	protein polyubiquitination	FBXL16|FBXO2|FBXO41|HECTD1|HECW1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|SKP1|TRIM2|TRIM3|TRIM36|UBE2K|UBE2O|	32
GO:0030178	0.002882	negative regulation of Wnt signaling pathway	APOE|CDH2|HECW1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|RUVBL2|SLC9A3R1|	26
GO:0030177	0.002952	positive regulation of Wnt signaling pathway	ATP6V0C|PIN1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|VCP|VPS35|WNK1|WNK2|	27
GO:0019219	0.002971	regulation of nucleobase-containing compound metabolic process	ABCA2|ABCE1|ACTL6B|ACTN1|ACTN4|ACTR3|ADCY1|AGT|AHCYL1|APEX1|APOE|ARF4|ARHGEF11|ARHGEF2|ATP2B4|BAG3|BASP1|BMPR2|C1QBP|CALCOCO1|CALR|CAMK1D|CAMK2A|CAMK2D|CAMKK2|CAND1|CARM1|CBX3|CCDC88A|CCT2|CCT3|CCT4|CCT5|CCT6A|CCT7|CCT8|CD200|CD81|CDC42|CIRBP|CLU|COPS2|CRTC1|CRYAB|CRYM|CUL2|DAZAP1|DDX1|DFFA|DNAJB1|DNAJB6|DNM2|EIF4A2|ENO1|ERBB4|ERC1|EZR|FMN2|FUBP1|G3BP2|GAS7|GLO1|GRIN1|GTPBP1|H1F0|H1FX|H3F3A|HABP4|HIF1AN|HIGD1A|HIST1H1E|HNRNPAB|HNRNPH1|HNRNPK|HOPX|HPCA|HRAS|HSP90AB1|HSPA8|ILF2|ISCU|ITGA6|KHDRBS1|LANCL2|LRPPRC|LRRFIP1|MAP2K1|MAP2K4|MAPK1|MAPK10|MAPK3|MAPK9|MAPRE3|ME1|MT3|MTPN|MYEF2|MYO6|NFIA|NME2|NPM1|NUDT21|OTUB1|PA2G4|PAIP1|PARK7|PDE2A|PDK3|PEX14|PFKFB2|PFN1|PGK1|PIK3R1|PIN1|PLCB1|PLXND1|PPID|PPIF|PPP1R12A|PPP2CA|PPP2R1A|PPP3CA|PPP3R1|PRDX2|PRKAR1A|PRKCA|PRKCB|PRKCG|PRNP|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PSPC1|PTBP1|PTGES3|PTK2B|PTPRN|PURA|RAE1|RALY|RAN|ROCK2|RPA2|RPL10|RPL23|RPS13|RPS3|RUVBL2|SARS|SCAI|SEC14L2|SEMA4D|SFPQ|SIRT2|SLC25A12|SLC25A23|SLC30A9|SMC3|SMPD3|SNX6|SOD2|SORL1|SRI|SRRT|SRSF3|SRSF7|STAT1|STRAP|SUB1|SUMO2|TCP1|TFRC|TMPO|TSC22D2|TSFM|UBA3|UBE2O|USP7|VCP|WASL|WBP2|WDR61|WFS1|XRCC5|XRCC6|YBX1|YWHAB|YWHAH|YWHAQ|	207
GO:0045089	0.00306	positive regulation of innate immune response	CADM1|CNPY3|CTSB|FYN|HRAS|MAP2K6|MATR3|PAK2|PRKACB|PRKCE|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PSPC1|RFTN1|RPS19|SFPQ|SKP1|UBE2K|XRCC5|XRCC6|	39
GO:0006357	0.003078	regulation of transcription by RNA polymerase II	ABCA2|ACTL6B|ACTR3|APOE|ARF4|ARHGEF2|ATP2B4|BAG3|BMPR2|C1QBP|CALCOCO1|CALR|CAMK2D|CAND1|CARM1|CD81|COPS2|CRTC1|CRYM|CUL2|DNAJB1|ENO1|EZR|GLO1|GRIN1|H1F0|HIF1AN|HIGD1A|HIST1H1E|HNRNPK|HOPX|HRAS|ITGA6|KHDRBS1|LRRFIP1|MAPK10|MAPK3|MT3|MYEF2|MYO6|NFIA|NME2|NPM1|PARK7|PDE2A|PFN1|PIK3R1|PIN1|PLXND1|PPID|PPP1R12A|PPP3CA|PPP3R1|PRKAR1A|PRKCB|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PTPRN|PURA|RPL10|RPL23|RUVBL2|SARS|SEMA4D|SFPQ|SIRT2|SLC30A9|SMPD3|SOD2|SORL1|STAT1|STRAP|SUB1|SUMO2|TSC22D2|UBE2O|WASL|WBP2|WDR61|WFS1|XRCC6|YBX1|	101
GO:0016579	0.003087	protein deubiquitination	EIF3F|OTUB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|RAD23A|RAD23B|SNX3|STAM|UCHL1|UCHL5|USP7|VCP|	31
GO:0006464	0.003089	cellular protein modification process	AAK1|ABI2|ACTL6B|ADH5|AGT|AGTPBP1|APLP2|APOE|ARF4|ARMT1|BMPR2|BRAF|BRSK2|CAB39|CALU|CAMK1D|CAMK2A|CAMK2B|CAMK2D|CAMKK2|CAMKV|CAND1|CARM1|CDC42|CDH2|CFL1|CHGB|CIT|COPS2|COPS3|COPS7A|COPS8|CPE|CPNE3|CRBN|CRYAB|CST3|CUL2|CYCS|DBI|DBNL|DCUN1D1|DDOST|DLD|DLG2|DLG3|DLG4|DUSP3|EIF2S1|EIF3F|EPHA4|EPHB2|ERBB4|ERC1|FBXL16|FBXO2|FBXO41|FKBP15|FKBP1A|FKBP2|FN3K|FN3KRP|FYN|GAD1|GLUL|GPHN|GRIN1|HACD3|HECTD1|HECW1|HIF1AN|HIST1H1E|HRAS|ITPKA|LGALS1|LHPP|LMAN1|LMTK3|LRRC7|LYPLA1|MAP2K1|MAP2K4|MAP2K6|MAP4K4|MAPK1|MAPK10|MAPK3|MAPK8IP3|MAPK9|MARK1|MT3|MTMR2|MVD|MYCBP2|NDUFAB1|NFS1|NME2|NTRK2|OGDH|OTUB1|PAK2|PARK7|PCMT1|PDIA6|PDK3|PEA15|PEX14|PHPT1|PICK1|PIK3R1|PIN1|PPIA|PPIB|PPID|PPIF|PPM1H|PPP1CC|PPP1R12A|PPP1R9B|PPP2CA|PPP2R1A|PPP2R2A|PPP2R5E|PPP3CA|PPP3R1|PRKACB|PRKAR1B|PRKCA|PRKCB|PRKCE|PRKCG|PRKRA|PRMT1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PTK2B|PTP4A2|PTPN23|PTPRA|PTPRF|PTPRN|PTPRN2|PTPRZ1|RAB1A|RAB2A|RAB3A|RAB3B|RAB3D|RAB6A|RAB8A|RAD23A|RAD23B|RAE1|RANGAP1|RASAL1|RASGRF1|RCN1|RNF170|ROCK2|RRAGA|RUVBL2|SCG3|SEL1L|SFPQ|SHANK3|SHC3|SIK3|SIRT2|SKP1|SNRPD3|SNX3|SPARCL1|SPTB|SPTBN2|SPTBN4|STAM|STK39|STX1A|SUMO2|SYNGAP1|THY1|TRIM2|TRIM3|TRIM36|TRIO|TTLL12|UBA3|UBE2F|UBE2K|UBE2O|UCHL1|UCHL5|USP7|VCAN|VCP|WDR61|WFS1|WNK1|WNK2|YWHAB|YWHAE|	220
GO:0036211	0.003089	protein modification process	AAK1|ABI2|ACTL6B|ADH5|AGT|AGTPBP1|APLP2|APOE|ARF4|ARMT1|BMPR2|BRAF|BRSK2|CAB39|CALU|CAMK1D|CAMK2A|CAMK2B|CAMK2D|CAMKK2|CAMKV|CAND1|CARM1|CDC42|CDH2|CFL1|CHGB|CIT|COPS2|COPS3|COPS7A|COPS8|CPE|CPNE3|CRBN|CRYAB|CST3|CUL2|CYCS|DBI|DBNL|DCUN1D1|DDOST|DLD|DLG2|DLG3|DLG4|DUSP3|EIF2S1|EIF3F|EPHA4|EPHB2|ERBB4|ERC1|FBXL16|FBXO2|FBXO41|FKBP15|FKBP1A|FKBP2|FN3K|FN3KRP|FYN|GAD1|GLUL|GPHN|GRIN1|HACD3|HECTD1|HECW1|HIF1AN|HIST1H1E|HRAS|ITPKA|LGALS1|LHPP|LMAN1|LMTK3|LRRC7|LYPLA1|MAP2K1|MAP2K4|MAP2K6|MAP4K4|MAPK1|MAPK10|MAPK3|MAPK8IP3|MAPK9|MARK1|MT3|MTMR2|MVD|MYCBP2|NDUFAB1|NFS1|NME2|NTRK2|OGDH|OTUB1|PAK2|PARK7|PCMT1|PDIA6|PDK3|PEA15|PEX14|PHPT1|PICK1|PIK3R1|PIN1|PPIA|PPIB|PPID|PPIF|PPM1H|PPP1CC|PPP1R12A|PPP1R9B|PPP2CA|PPP2R1A|PPP2R2A|PPP2R5E|PPP3CA|PPP3R1|PRKACB|PRKAR1B|PRKCA|PRKCB|PRKCE|PRKCG|PRKRA|PRMT1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PTK2B|PTP4A2|PTPN23|PTPRA|PTPRF|PTPRN|PTPRN2|PTPRZ1|RAB1A|RAB2A|RAB3A|RAB3B|RAB3D|RAB6A|RAB8A|RAD23A|RAD23B|RAE1|RANGAP1|RASAL1|RASGRF1|RCN1|RNF170|ROCK2|RRAGA|RUVBL2|SCG3|SEL1L|SFPQ|SHANK3|SHC3|SIK3|SIRT2|SKP1|SNRPD3|SNX3|SPARCL1|SPTB|SPTBN2|SPTBN4|STAM|STK39|STX1A|SUMO2|SYNGAP1|THY1|TRIM2|TRIM3|TRIM36|TRIO|TTLL12|UBA3|UBE2F|UBE2K|UBE2O|UCHL1|UCHL5|USP7|VCAN|VCP|WDR61|WFS1|WNK1|WNK2|YWHAB|YWHAE|	220
GO:0043412	0.003101	macromolecule modification	AAK1|ABI2|ACTL6B|ADH5|AGT|AGTPBP1|APEX1|APLP2|APOE|ARF4|ARMT1|BMPR2|BRAF|BRSK2|CAB39|CALU|CAMK1D|CAMK2A|CAMK2B|CAMK2D|CAMKK2|CAMKV|CAND1|CARM1|CDC42|CDH2|CFL1|CHGB|CIT|COPS2|COPS3|COPS7A|COPS8|CPE|CPNE3|CRBN|CRYAB|CST3|CUL2|CYCS|DBI|DBNL|DCUN1D1|DDOST|DLD|DLG2|DLG3|DLG4|DUSP3|EIF2S1|EIF3F|EPHA4|EPHB2|ERBB4|ERC1|FBXL16|FBXO2|FBXO41|FKBP15|FKBP1A|FKBP2|FN3K|FN3KRP|FYN|GAD1|GLUL|GNAS|GPHN|GRIN1|HACD3|HECTD1|HECW1|HIF1AN|HIST1H1E|HRAS|ITPKA|LGALS1|LHPP|LMAN1|LMTK3|LRRC7|LYPLA1|MAP2K1|MAP2K4|MAP2K6|MAP4K4|MAPK1|MAPK10|MAPK3|MAPK8IP3|MAPK9|MARK1|MT3|MTMR2|MVD|MYCBP2|NDUFAB1|NFS1|NME2|NTRK2|OGDH|OTUB1|PAK2|PARK7|PCMT1|PDIA6|PDK3|PEA15|PEX14|PHPT1|PICK1|PIK3R1|PIN1|PPIA|PPIB|PPID|PPIF|PPM1H|PPP1CC|PPP1R12A|PPP1R9B|PPP2CA|PPP2R1A|PPP2R2A|PPP2R5E|PPP3CA|PPP3R1|PRKACB|PRKAR1B|PRKCA|PRKCB|PRKCE|PRKCG|PRKRA|PRMT1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PTK2B|PTP4A2|PTPN23|PTPRA|PTPRF|PTPRN|PTPRN2|PTPRZ1|RAB1A|RAB2A|RAB3A|RAB3B|RAB3D|RAB6A|RAB8A|RAD23A|RAD23B|RAE1|RANGAP1|RASAL1|RASGRF1|RCN1|RNF170|ROCK2|RRAGA|RUVBL2|SCG3|SEL1L|SFPQ|SHANK3|SHC3|SIK3|SIRT2|SKP1|SNRPD3|SNX3|SPARCL1|SPTB|SPTBN2|SPTBN4|SSB|STAM|STK39|STX1A|SUMO2|SYNGAP1|THY1|TRIM2|TRIM3|TRIM36|TRIO|TTLL12|UBA3|UBE2F|UBE2K|UBE2O|UCHL1|UCHL5|USP7|VCAN|VCP|WDR61|WFS1|WNK1|WNK2|YWHAB|YWHAE|	223
GO:0048002	0.003105	antigen processing and presentation of peptide antigen	ACTR10|AP1B1|AP1M1|AP2A1|AP2M1|BCAP31|CALR|CAPZA2|DCTN3|DCTN4|DCTN6|DNM2|DYNC1I2|DYNC1LI1|DYNLL1|DYNLL2|KIF2A|KIF3B|KLC1|KLC2|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|SEC23A|SH3GL2|SPTBN2|	44
GO:0019882	0.003273	antigen processing and presentation	ACTR10|AP1B1|AP1M1|AP2A1|AP2M1|BCAP31|CALR|CAPZA2|DCTN3|DCTN4|DCTN6|DNM2|DYNC1I2|DYNC1LI1|DYNLL1|DYNLL2|KIF2A|KIF3B|KLC1|KLC2|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|RAB3B|RAB3C|RAB6A|RAB8B|RFTN1|SEC23A|SH3GL2|SPTBN2|	49
GO:0051726	0.003314	regulation of cell cycle	APEX1|ATP2B4|BIN1|CAB39|CALR|CARM1|CBX3|CDC42|CHMP3|CHORDC1|CIT|CKAP5|DCTN3|DUSP3|DYNC1I2|DYNC1LI1|DYNLL1|EIF4E|GAS7|GIT1|HRAS|HSP90AB1|HSPA2|IPO7|IQGAP1|KIF3B|MADD|MAGI2|MAP2K1|MAP2K6|MAPRE1|MAPRE3|MFN2|NPM1|PDCD6IP|PEA15|PIN1|PLCB1|PPP1R9B|PPP2R1A|PRKACB|PRKAR1A|PRKAR2B|PRKCA|PRKCE|PRMT1|PRNP|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|RAD23A|RAE1|RANBP1|RDX|RHOB|ROCK2|RPA2|RPL23|RPS15A|RRAGA|SFPQ|SH3GLB1|SIRT2|SKP1|SLC9A3R1|SMC3|SMPD3|TIPRL|TOM1L2|TRIM36|TTLL12|TUBA1A|TUBA4A|TUBB|TUBB4A|UBA3|YWHAE|YWHAG|	96
GO:0070647	0.00335	protein modification by small protein conjugation or removal	CAND1|CDC42|COPS2|COPS3|COPS7A|COPS8|CRBN|CUL2|DCUN1D1|EIF3F|FBXL16|FBXO2|FBXO41|HECTD1|HECW1|MYCBP2|OTUB1|PEX14|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|RAD23A|RAD23B|RAE1|RANGAP1|RNF170|RRAGA|SEL1L|SKP1|SNX3|STAM|STX1A|SUMO2|TRIM2|TRIM3|TRIM36|UBA3|UBE2F|UBE2K|UBE2O|UCHL1|UCHL5|USP7|VCP|WDR61|	63
GO:0035326	0.003782	enhancer binding	CALCOCO1|H3F3A|RUVBL2|SFPQ|SUB1|	5
GO:0001158	0.003842	enhancer sequence-specific DNA binding	CALCOCO1|H3F3A|RUVBL2|SFPQ|SUB1|	5
GO:0061418	0.003871	regulation of transcription from RNA polymerase II promoter in response to hypoxia	CUL2|HIF1AN|HIGD1A|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|SIRT2|	25
GO:0000980	0.003904	RNA polymerase II distal enhancer sequence-specific DNA binding	CALCOCO1|H3F3A|RUVBL2|SFPQ|SUB1|	5
GO:0060828	0.00393	regulation of canonical Wnt signaling pathway	APOE|CDH2|HECW1|PIN1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|RUVBL2|SLC9A3R1|VCP|VPS35|WNK1|WNK2|	31
GO:0010564	0.003931	regulation of cell cycle process	APEX1|ATP2B4|BIN1|CALR|CARM1|CBX3|CDC42|CHMP3|CHORDC1|CIT|CKAP5|DCTN3|DYNC1I2|DYNC1LI1|DYNLL1|GIT1|HSP90AB1|HSPA2|KIF3B|MAPRE1|NPM1|PDCD6IP|PIN1|PLCB1|PPP1R9B|PPP2R1A|PRKAR1A|PRKAR2B|PRKCE|PRMT1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|RAE1|RANBP1|RDX|ROCK2|RPA2|RPL23|SFPQ|SH3GLB1|SIRT2|SKP1|SMC3|SMPD3|TOM1L2|TUBA1A|TUBA4A|TUBB|TUBB4A|YWHAE|YWHAG|	70
GO:0010608	0.003934	posttranscriptional regulation of gene expression	ACO1|APEX1|C1QBP|CALR|CIRBP|CYFIP1|DDX1|EIF2S1|EIF3E|EIF3H|EIF4A2|EIF4A3|EIF4B|EIF4E|GRM5|HABP4|HSPA8|KHDRBS1|LRPPRC|MAPK1|MAPK3|MATR3|MTIF2|MTPN|MYEF2|NPM1|NUDT21|PA2G4|PAIP1|PRKCA|PRKRA|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PTK2B|PURA|QKI|RAN|ROCK2|RPL10|RPL13A|RPL5|RPS3|RPS4X|RPS9|SRP9|SRRT|TSFM|TSNAX|YBX1|YWHAB|	69
GO:0031349	0.003935	positive regulation of defense response	AGT|CADM1|CCK|CD47|CD81|CNPY3|CTSB|FYN|HRAS|MAP2K6|MAPK3|MATR3|PAK2|PARK7|PDE2A|PRKACB|PRKCE|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PSPC1|RFTN1|RPS19|SFPQ|SKP1|UBE2K|XRCC5|XRCC6|	46
GO:0006521	0.00399	regulation of cellular amino acid metabolic process	ATCAY|ATP2B4|COMT|PARK7|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|	25
GO:2000027	0.004012	regulation of animal organ morphogenesis	AGT|AP2A1|AP2M1|BASP1|BMPR2|CARM1|CDC42|MAGI2|PFN1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PTN|STAT1|	32
GO:0070498	0.004199	interleukin-1-mediated signaling pathway	MAPK3|PLCB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|SKP1|	24
GO:0051252	0.004231	regulation of RNA metabolic process	ABCA2|ABCE1|ACTL6B|ACTN1|ACTN4|ACTR3|ADCY1|AGT|AHCYL1|APEX1|APOE|ARF4|ARHGEF11|ARHGEF2|ATP2B4|BAG3|BASP1|BMPR2|C1QBP|CALCOCO1|CALR|CAMK1D|CAMK2A|CAMK2D|CAMKK2|CAND1|CARM1|CBX3|CD200|CD81|CIRBP|CLU|COPS2|CRTC1|CRYAB|CRYM|CUL2|DAZAP1|DDX1|DNAJB1|DNAJB6|DNM2|EIF4A2|ENO1|ERBB4|ERC1|EZR|FUBP1|G3BP2|GAS7|GLO1|GRIN1|GTPBP1|H1F0|H1FX|H3F3A|HABP4|HIF1AN|HIGD1A|HIST1H1E|HNRNPAB|HNRNPH1|HNRNPK|HOPX|HRAS|HSPA8|ILF2|ITGA6|KHDRBS1|LANCL2|LRPPRC|LRRFIP1|MAP2K1|MAPK1|MAPK10|MAPK3|MAPK9|MAPRE3|MT3|MTPN|MYEF2|MYO6|NFIA|NME2|NPM1|NUDT21|PA2G4|PAIP1|PARK7|PDE2A|PEX14|PFN1|PIK3R1|PIN1|PLCB1|PLXND1|PPID|PPP1R12A|PPP2CA|PPP2R1A|PPP3CA|PPP3R1|PRDX2|PRKAR1A|PRKCA|PRKCB|PRNP|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PSPC1|PTBP1|PTPRN|PURA|RALY|RAN|ROCK2|RPL10|RPL23|RPS13|RPS3|RUVBL2|SARS|SCAI|SEC14L2|SEMA4D|SFPQ|SIRT2|SLC30A9|SMPD3|SNX6|SOD2|SORL1|SRI|SRRT|SRSF3|SRSF7|STAT1|STRAP|SUB1|SUMO2|TMPO|TSC22D2|TSFM|UBA3|UBE2O|USP7|WASL|WBP2|WDR61|WFS1|XRCC5|XRCC6|YBX1|YWHAB|YWHAH|YWHAQ|	175
GO:0070646	0.00497	protein modification by small protein removal	COPS2|COPS3|COPS7A|COPS8|EIF3F|OTUB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|RAD23A|RAD23B|SNX3|STAM|UCHL1|UCHL5|USP7|VCP|	35
